address,txHash,outputIndex,value
muxP7kJNsV6v32m52gvsqHJTKLHiB53p9w,27ab7afc5ef53fbf99348e15dc54b397d2c2e2858d89b63141ad864d97a8c614,1,0.00003724
muxP7kJNsV6v32m52gvsqHJTKLHiB53p9w,9240fae9789b80895851792d0aac73e6aa744ebb6bf8a88044e39fd7af57b968,1,0.00007366
